,Unnamed: 0,id,text_review,aspect,polarity_aspect,category_aspect,all_aspects,all_categories
738,738,abpT21DyG8PkRkS75RDEoTqYalZS-3830392___rating_2.txt,"Haos in magazin.ar trebui facuta o zona speciala pt copii si pt probat role,biciclete,trotinete etc nu in tot magazinu peste clienti.un haos de nedescris",Haos in magazin,-1.0,organizare,"Haos in magazin; ar trebui facuta o zona speciala pt copii si pt probat role,biciclete,trotinete etc nu in tot magazinu peste clienti; un haos de nedescris; ",organizare; atmosfera; organizare; 
741,741,abr6sP4nnk4G8fg3WANpgRlUJA9C-858210___rating_5.txt,"La acest pret este prea buna; izolare termica, deocamdata nu a intrat apa prin ea. Recomand, la acest pret este ok.",La acest pret este prea buna,1.0,pret-calitate,"La acest pret este prea buna; izolare termica, deocamdata nu a intrat apa prin ea; Recomand, la acest pret este ok; ",pret-calitate; utilizare; produs; 
744,744,aBsJKlz6THt5e6n9eo.xuLwDbRpi-2496349___rating_1.txt,"Buna ziuaDe data aceasta sa știți ca nu am fost mulțumit, sunt un client vechi, dar mi s-a încurcat o comanda pe corturi si accesorii , atitudinea celor de acolo m-a deranjat am, fost la Cluj sa preiau o comanda telefonica, vânzătoarea ma plasează la domnișoara (doamna) manager si aceasta a vorbind foarte sfidător , mai si se uitau una la cealaltă si rădeau , lăsând la o parte ca a venit la mine cu mâncarea in mana si mâncând, nu știu dar ce politica aveți ca sa se mănânce in magazin in fata clientului si sa sa rada de acesta . """"bineînțeles s-a rezolvat"""" , produsele nu erau si am plecat cu mana goala, mulțumesc ca mi-ați făcut o zi buna.",De data aceasta sa știți ca nu am fost mulțumit,-1.0,experienta,De data aceasta sa știți ca nu am fost mulțumit; mi s-a încurcat o comanda pe corturi si accesorii; atitudinea celor de acolo m-a deranjat; aceasta a vorbind foarte sfidător; se uitau una la cealaltă si rădeau; nu știu dar ce politica aveți ca sa se mănânce in magazin in fata clientului si sa sa rada de acesta; produsele nu erau si am plecat cu mana goala; ,experienta; comanda; personal; personal; personal; personal; experienta; 
751,751,abTuepB1gpTYEVNwxImFqXvaZyhq-2959512___rating_5.txt,"Amabilitatea si promptitudinea personalului, preturi variate,un magazin reusit ce il vizitez cu drag de fiecare data",Amabilitatea si promptitudinea personalului,1.0,personal,Amabilitatea si promptitudinea personalului; preturi variate; un magazin reusit ce il vizitez cu drag de fiecare data; ,personal; pret; magazin; 
754,754,aC1TF5ZIk7kMSpxpCDRnRiIzwhzu-2037256___rating_1.txt,"Am comandat o pereche de sandale care era in stoc in mai multe magazine,numaila Tg Mures nu era culoarea respectiva.Cele 72 de ora de livrare s au tranformat in 936 pna in prezent si nci urma de produs.La intrebare pusa de mine telefonic am primit raspunsul:cand vine va contactam.....",numaila Tg Mures nu era culoarea respectiva,-1.0,disponibilitate,numaila Tg Mures nu era culoarea respectiva; Cele 72 de ora de livrare s au tranformat in 936 pna in prezent si nci urma de produs; ,disponibilitate; livrare; 
756,756,ac3SiQXgHwIZYLJ9fYg6P5y9CzRm-3162448___rating_3.txt,"Sa fie mai aranjate produsele, angajații sa fie formați pentru utilizarea cardului avantaj, cum sa plătim cu bonusul acumulat, mai multi nu au știut acest lucru. Case puține deschisese și era plin magazinul",Sa fie mai aranjate produsele,-1.0,aranjare,Sa fie mai aranjate produsele; angajații sa fie formați pentru utilizarea cardului avantaj; mai multi nu au știut acest lucru; Case puține deschisese; era plin magazinul; ,aranjare; personal; personal; servicii; atmosfera; 
761,761,ac95hq1NM_sYNcfP8xdDxhXCyptG-1592558___rating_5.txt,Super tare magazinul vostru!! E cam singurul loc de unde fac cumparaturi in ultima vreme!!,Super tare magazinul vostru,1.0,magazin,Super tare magazinul vostru; ,magazin; 
762,762,acjKBMpYZ_WZH9ox9JJ_dGo90Yqm-3382869___rating_3.txt,Angajați sa fie mult mai instruiți in ceea ce fac si ce vind,Angajați sa fie mult mai instruiți in ceea ce fac si ce vind,-1.0,personal,Angajați sa fie mult mai instruiți in ceea ce fac si ce vind; ,personal; 
763,763,acMLJVdmLuT8xUIRDtzUxm92R92y-3646334___rating_3.txt,"Este foarte bine echipat magazinul, dar sunt asezate cam haotic produsele.",Este foarte bine echipat magazinul,1.0,magazin,Este foarte bine echipat magazinul; sunt asezate cam haotic produsele; ,magazin; organizare; 
765,765,aCunIVOFVSU5KmQc.p7RKJs26.BG-1523050___rating_4.txt,"În mare măsură foarte mulțumit de calitatea produselor a personalului și nu în ultimul rând a prețurilor foarte, foarte bune în comparație cu alte magazine cu profil sportiv",În mare măsură foarte mulțumit de calitatea produselor a personalului,1.0,calitate,"În mare măsură foarte mulțumit de calitatea produselor a personalului; nu în ultimul rând a prețurilor foarte, foarte bune în comparație cu alte magazine cu profil sportiv; ",calitate; pret; 
767,767,acxMLAtmL2RCLFf.61WwvG2e9JNa-2289042___rating_1.txt,Am fost dezamagit de timpul petrecut la casa de marcat si de lipsa raspunsurilor personalului din magazin la intrebarile mele cu privire la produsele Decathlon. Mai mult faptul ca magazinul da posibilitate copiilor sa foloseasca in interiorul magazinului biciclete sau trotinete genereaza haos si risc de accidente.,Am fost dezamagit de timpul petrecut la casa de marcat,-1.0,experienta,Am fost dezamagit de timpul petrecut la casa de marcat; lipsa raspunsurilor personalului din magazin la intrebarile mele cu privire la produsele Decathlon; magazinul da posibilitate copiilor sa foloseasca in interiorul magazinului biciclete sau trotinete genereaza haos si risc de accidente; ,experienta; suport; organizare; 
770,770,acZbOwiYm3ePd0S6x8wNdNfT2Wsq-5179322___rating_3.txt,"Sunt un client fidel dar am achizitionat o minge de fotbal din magazinul dvs si am fost foarte dezamagita de faptul ca nu am putut lua o minge noua.Era un angajat la raion si aranja mingiile si l-am rugat sa ne aduca o minge curata pt ca ne trebuia pt un cadou.Ne-a spus sec ca nu exista decat cele prezentate la raion.Toate mingiile sunt folosite de copiii care se joaca in magazin si se vede ca sunt folosite(sunt patate si unele chiar zgariate).Surpriza a fost si mai mare ca pana am ajuns acasa(la Slobozia) s-a desumflat mingea, deci am luat-o si sparta...deci am luat o minge si folosita si sparta.Am aruncat-o direct.Ar trebui sa fie anumite produse cu care sa se poata juca copiii si cand le scoateti la vanzare sa le vindeti cu reducere pt ca sunt folosite, dar sa pot cumpara produse noi din magazin.",Sunt un client fidel,1.0,experienta,"Sunt un client fidel; am fost foarte dezamagita de faptul ca nu am putut lua o minge noua; Ne-a spus sec ca nu exista decat cele prezentate la raion; Toate mingiile sunt folosite de copiii care se joaca in magazin si se vede ca sunt folosite; sunt patate si unele chiar zgariate; Surpriza a fost si mai mare ca pana am ajuns acasa(la Slobozia) s-a desumflat mingea, deci am luat-o si sparta; am luat o minge si folosita si sparta; ",experienta; experienta; personal; produs; produs; produs; produs; 
777,777,ac_LKxAyLx1Whkuh2o2qj7W31vUK-3396916___rating_5.txt,"Un material foarte plăcut la atingere. Se comportă bine la transpirație, nu miroase.",Un material foarte plăcut la atingere,1.0,material,"Un material foarte plăcut la atingere; Se comportă bine la transpirație, nu miroase; ",material; utilizare; 
779,779,aD53PgKDgBpXt8fY0gWv3vWprNlS-2840986___rating_5.txt,Etichetare la raft a produselor consider ca se poate imbunatati.,Etichetare la raft a produselor consider ca se poate imbunatati,-1.0,aranjare,Etichetare la raft a produselor consider ca se poate imbunatati; ,aranjare; 
780,780,aD6jWCNd4giGmxiN3hxNku1f83mO-4127102___rating_5.txt,"Excelenta, atat la suprafata cat si in apa (etanseaza perfect). Foarte buna pentru cei care doresc sa invete sa inoate si/sau sa se bucure de scufundari si de minunata lume din mare.","Excelenta, atat la suprafata cat si in apa (etanseaza perfect)",1.0,produs,"Excelenta, atat la suprafata cat si in apa (etanseaza perfect); Foarte buna pentru cei care doresc sa invete sa inoate si/sau sa se bucure de scufundari si de minunata lume din mare; ",produs; utilizare; 
782,782,adciw01Hqcq4_39qbbHv67G2C9sy-4156631___rating_3.txt,comanda transmisa on-line nu a fost onorata nici dupa 2 saptamani  de asteptare,comanda transmisa on-line nu a fost onorata nici dupa 2 saptamani  de asteptare,-1.0,comanda,comanda transmisa on-line nu a fost onorata nici dupa 2 saptamani  de asteptare; ,comanda; 
783,783,adl4foRo0H3ewZoOH03E9H0UDiIe-5681893___rating_3.txt,Am comandat un anumit produs la o anumită mărime și mi-a fost livrat acel produs având o altă mărime.,Am comandat un anumit produs la o anumită mărime și mi-a fost livrat acel produs având o altă mărime,-1.0,marimi,Am comandat un anumit produs la o anumită mărime și mi-a fost livrat acel produs având o altă mărime; ,marimi; 
784,784,admtbcJHByhE6ZS_46hsEfLPrNle-3540044___rating_4.txt,Recomand o mai mare diversitate la raionul de articole pentru pescuit,Recomand o mai mare diversitate la raionul de articole pentru pescuit,-1.0,varietate,Recomand o mai mare diversitate la raionul de articole pentru pescuit; ,varietate; 
785,785,aDQSpRBvObwZTJp9ztowBbCVQY8a-1286501___rating_5.txt,"Nu ii plac persoanele care se folosesc de obiectele sportive,le incearca si nu le pun la locul lor,sau probeaza incaltaminte si nu le pun la marimea corespunzatoare.","Nu ii plac persoanele care se folosesc de obiectele sportive,le incearca si nu le pun la locul lor,sau probeaza incaltaminte si nu le pun la marimea corespunzatoare",-1.0,experienta,"Nu ii plac persoanele care se folosesc de obiectele sportive,le incearca si nu le pun la locul lor,sau probeaza incaltaminte si nu le pun la marimea corespunzatoare; ",experienta; 
786,786,aDrooO7AFt53ZFhVgJE62HPa2krC-1734398___rating_1.txt,"faptul ca se facea curatenie generala si se mutau IAR produsele dintr-un loc intr-altul,m-a exasperat.In fiecare oras gasesti acelasi produs pe care il cauti in cu totul alta parte decat in orasul precedent.Intr-o retea de magazine al aceluiasi brand,consider ca fiecare magazin ar trebui sa arate la fel,cu produsele aflate in acelasi loc.Cat despre produse/componente-ele sunt insuficiente,de brand foarte slab/de proasta calitate si la preturi exorbitante fata de magazinele concurente.","faptul ca se facea curatenie generala si se mutau IAR produsele dintr-un loc intr-altul,m-a exasperat",-1.0,organizare,"faptul ca se facea curatenie generala si se mutau IAR produsele dintr-un loc intr-altul,m-a exasperat; In fiecare oras gasesti acelasi produs pe care il cauti in cu totul alta parte decat in orasul precedent; produse/componente-ele sunt insuficiente; brand foarte slab/de proasta calitate; preturi exorbitante; ",organizare; aranjare; disponibilitate; calitate; pret; 
791,791,aDVvBmtSR5bmRa8fL74RhZwiWMAW-4922084___rating_5.txt,"Ca de fiecare data, rezultatul este unul satisfacator. Cred ca se putea si mai bine de data aceasta, dar e totul ok :)","Ca de fiecare data, rezultatul este unul satisfacator",1.0,experienta,"Ca de fiecare data, rezultatul este unul satisfacator; e totul ok; ",experienta; experienta; 
793,793,aD_fvLSdwAH9JidLmeS2gNQwNtqi-5077588___rating_3.txt,"Am adus o placa de snowboard pentru ascutire canturi si ceruire.Mi s a spus sa ma intorc dupa 2 zile. Am fost a 3 a zi sa o ridic si mi s a zis ca am avut noroc ca mi au rezolvat o asa repede.Calitatea lasa de dorit, personal mi se pare ca nu este deloc ascutite iar la ceruire nici macar nu mi s _au acoperit zgarieturile superficiale.Nu o sa mai aduc placa a doua ora !",Calitatea lasa de dorit,-1.0,calitate,Calitatea lasa de dorit; personal mi se pare ca nu este deloc ascutite; la ceruire nici macar nu mi s _au acoperit zgarieturile superficiale; Nu o sa mai aduc placa a doua ora; ,calitate; servicii; servicii; experienta; 
797,797,aE0X2l7SnSAD_KVi.6QnvFDYEHwG-1484290___rating_5.txt,"Am greșit eu mărimea, sunt sigură că voi fi ajutată să schimb cu mărimea potrivită. Vă mulțumesc!",sunt sigură că voi fi ajutată să schimb cu mărimea potrivită,1.0,servicii,sunt sigură că voi fi ajutată să schimb cu mărimea potrivită; ,servicii; 
798,798,aeEyJO36hZ3MvXgzYpSMwInvCROW-3992020___rating_3.txt,,,,irelevant,nan; ,irelevant; 
799,799,aEh0J2dZiRCFjdFkj8JlXIPG4MMO-4765270___rating_5.txt,"Calitate, varietate si preturi foarte bune. Mereu la inaltimea asteptarilor !",Calitate,1.0,calitate,Calitate; varietate; preturi foarte bune; Mereu la inaltimea asteptarilor; ,calitate; varietate; pret; magazin; 
803,803,aenl2dXGD5Oa_4BLFojw.6zfivO0-5074312___rating_3.txt,Foarte incet s-a desfasurat livrarea. In rest ok.,Foarte incet s-a desfasurat livrarea,-1.0,livrare,Foarte incet s-a desfasurat livrarea; In rest ok; ,livrare; experienta; 
805,805,aerojSFdeHXE5jzACdmKUEygjVYC-3820454___rating_4.txt,"Angajati super ok, doar ca platforma cam face figuri, nu apar adresele nou inregistrate in baza de date din magazin",Angajati super ok,1.0,personal,Angajati super ok; platforma cam face figuri; nu apar adresele nou inregistrate in baza de date din magazin; ,personal; site; site; 
808,808,aEsIPdcLuq8HbLf91o0s_ibE.H1K-5847542___rating_3.txt,"produse de acelasi tip imprastiate in mai multe locuri in functie de sporturi, pentru un rucsac ma uit in 3 locuri, pentru un ciorap in 5 locuri.folosesc un produs in mai multe scopuri, nu doar cel dedicat.",produse de acelasi tip imprastiate in mai multe locuri in functie de sporturi,-1.0,aranjare,"produse de acelasi tip imprastiate in mai multe locuri in functie de sporturi; pentru un rucsac ma uit in 3 locuri, pentru un ciorap in 5 locuri; folosesc un produs in mai multe scopuri, nu doar cel dedicat; ",aranjare; aranjare; utilizare; 
811,811,af159mJj8oRNV6BlVRTD2tfo8yje-3389258___rating_3.txt,Destul de bine aprovizionat si o diversitate mare a produselor.,Destul de bine aprovizionat,1.0,aprovizionare,Destul de bine aprovizionat; o diversitate mare a produselor; ,aprovizionare; varietate; 
813,813,af1KFkEj0aVwG1J66O9Ni8AByU8m-4835193___rating_5.txt,"SANT FOARTE MULTUMITA DE PRODUSUL  CUMPARAT, CAT SI DE PROMTITUDINEA LIVRARII.MULTUMESC!",SANT FOARTE MULTUMITA DE PRODUSUL  CUMPARAT,1.0,produs,SANT FOARTE MULTUMITA DE PRODUSUL  CUMPARAT; PROMTITUDINEA LIVRARII; ,produs; livrare; 
815,815,aFfuUYqe8YQ0e_vl0qNzHfd0ccFS-2175642___rating_4.txt,Nu găsesc pantaloni de ciclism pentru fiica mea de 12 ani și 35 kg,Nu găsesc pantaloni de ciclism pentru fiica mea de 12 ani și 35 kg,-1.0,disponibilitate,Nu găsesc pantaloni de ciclism pentru fiica mea de 12 ani și 35 kg; ,disponibilitate; 
816,816,aFNJuZjx4KjGx.WtJQCkp_YEaCE4-1847185___rating_4.txt,"Radu a avut o atitudine foarte deschisa, constructiva, a manifestat disponibilitate. Mai are nevoie de pregătire de specialitate,  pregătire tehnica. Colegii lui de raion nu cunosc stocurile și nici nu sunt prea amabile","Radu a avut o atitudine foarte deschisa, constructiva, a manifestat disponibilitate",1.0,personal,"Radu a avut o atitudine foarte deschisa, constructiva, a manifestat disponibilitate; Mai are nevoie de pregătire de specialitate,  pregătire tehnica; Colegii lui de raion nu cunosc stocurile și nici nu sunt prea amabile; ",personal; personal; personal; 
819,819,afUkkvBmx8R2RHqr5RCPbnAy1Z0C-4011652___rating_3.txt,"Mica nemulțumire constă în faptul ca la un anumit produs de încălțăminte,  nr. 41era mic nr. 42 era mare, un produs asemănător de la același producător nr. 41 se potrivește perfect ( vb de încălțăminte sport). Producătorul este Quechua. La un alt produs nu aveați la raft toate mărimile....","Mica nemulțumire constă în faptul ca la un anumit produs de încălțăminte,  nr. 41era mic nr. 42 era mare",-1.0,marimi,"Mica nemulțumire constă în faptul ca la un anumit produs de încălțăminte,  nr. 41era mic nr. 42 era mare; La un alt produs nu aveați la raft toate mărimile; ",marimi; marimi; 
